Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Uganda,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",99.203,100,100,150,16.711,100,143.8,215.4,166.7,130.8,45.4,20.819,42.248,29.969,5.85,6.787,7.516,7.729,5.834,5.759,3.382,1.922,-0.3,8.71,3.666,8.602,7.219,6.09,12.044,13.017,3.716,15.009,12.679,4.905,3.076,5.412,5.455,5.629,2.625,3.178,3.795,4.688,5,5,5,2019
Uganda,"Inflation, end of period consumer prices",Index,,Source: Central Bank Latest actual data: 2018/19 Harmonized prices: No Frequency of source data: Monthly Base year: 2009/10. The authorities use a FY base; the average of CPI from July 2009 to June 2010 is 100. Primary domestic currency: Uganda shilling Data last updated: 09/2019,n/a,0.02,0.041,0.101,0.122,0.304,0.751,2.558,7.632,13.519,17.152,22.696,37.746,36.857,39.679,44.227,46.63,51.495,51.031,55.346,57.68,55.128,58.282,61.725,66.665,69.114,76.636,80.608,92.082,102.153,103.641,128.153,133.619,140.905,143.802,155.862,164.726,170.166,173.96,180.05,187.123,195.802,205.592,215.872,226.666,2019
Uganda,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,100,150,20,150,146.667,240.541,198.413,77.128,26.877,32.325,66.31,-2.358,7.657,11.463,5.433,10.433,-0.9,8.454,4.218,-4.424,5.722,5.907,8.004,3.673,10.884,5.183,14.234,10.938,1.456,23.651,4.265,5.453,2.056,8.386,5.687,3.303,2.229,3.501,3.928,4.638,5,5,5,2019
Uganda,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Uganda shilling Data last updated: 09/2019",-0.083,0.025,-0.07,-0.072,0.104,0.005,-0.043,-0.112,-0.195,-0.26,-0.263,-0.17,-0.1,-0.171,-0.174,-0.281,-0.212,-0.316,-0.364,-0.293,-0.359,-0.291,-0.152,-0.038,-0.002,0.049,-0.306,-0.552,-1.224,-1.048,-1.61,-2.087,-1.656,-1.843,-2.166,-1.675,-0.839,-1.32,-2.511,-3.524,-3.566,-3.46,-3.298,-2.238,-0.792,2018
Uganda,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.433,0.272,-1.078,-0.974,1.816,0.088,-0.832,-1.336,-2.248,-3.686,-4.584,-5.652,-3.545,-5.15,-3.622,-4.887,-3.558,-4.873,-5.733,-4.863,-6.002,-4.824,-2.341,-0.572,-0.02,0.513,-2.824,-4.087,-7.083,-5.641,-7.965,-9.889,-6.734,-7.169,-8.105,-7.295,-3.391,-4.987,-8.931,-11.493,-10.509,-9.325,-8.039,-5.022,-1.554,2018
Zambia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,--,--,0.001,0.001,0.001,0.002,0.003,0.005,0.009,0.017,0.044,0.111,0.189,0.242,0.296,0.365,0.422,0.49,0.636,0.779,0.916,1.058,1.233,1.395,1.551,1.706,1.852,1.94,2.185,2.378,2.497,2.693,2.787,2.942,3.307,3.573,3.818,4.125,4.438,4.707,4.996,5.29,5.588,2017
Zambia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 1994. A new CPI series with updated weights based on the latest household budget survey was started in February 2012. Combining two baskets within the same series and in effect 1994 is still the base year though the basket was revised starting 2010 Primary domestic currency: Zambian kwacha Data last updated: 08/2019,0.005,0.006,0.007,0.008,0.01,0.014,0.021,0.031,0.048,0.11,0.23,0.454,1.207,3.418,5.285,7.129,10.202,12.692,15.796,20.028,25.255,30.649,37.465,45.483,53.655,63.488,69.213,76.587,86.122,97.655,105.956,115.13,122.7,131.263,141.515,155.818,183.66,195.74,209.427,230.265,253.292,273.555,295.44,319.075,344.601,2018
Zambia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",11.729,13.997,12.495,19.692,20.019,37.43,54.8,47.028,54.042,128.294,109.558,97.701,165.725,183.263,54.614,34.905,43.095,24.41,24.456,26.79,26.1,21.357,22.239,21.4,17.969,18.325,9.017,10.655,12.449,13.392,8.5,8.658,6.575,6.978,7.811,10.107,17.869,6.577,6.993,9.95,10,8,8,8,8,2018
Zambia,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 1994. A new CPI series with updated weights based on the latest household budget survey was started in February 2012. Combining two baskets within the same series and in effect 1994 is still the base year though the basket was revised starting 2010 Primary domestic currency: Zambian kwacha Data last updated: 08/2019,0.008,0.009,0.011,0.013,0.015,0.021,0.033,0.048,0.074,0.169,0.331,0.66,1.853,4.227,5.848,8.537,11.543,13.688,17.871,21.559,28.048,33.287,42.159,49.394,58.039,67.239,72.779,79.28,92.409,101.557,109.58,117.47,126.078,135.08,145.7,176.46,189.64,201.18,217.073,243.122,262.572,283.578,306.264,330.765,357.226,2018
Zambia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,13.997,12.495,19.692,20.019,37.43,54.8,47.028,54.042,128.294,96.008,99.651,180.715,128.105,38.355,45.98,35.21,18.581,30.567,20.633,30.1,18.678,26.654,17.161,17.502,15.851,8.239,8.933,16.56,9.9,7.9,7.2,7.328,7.14,7.862,21.112,7.469,6.085,7.9,12,8,8,8,8,8,2018
Zambia,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Zambian kwacha Data last updated: 08/2019",-0.589,-0.869,-0.741,-0.329,-0.332,-0.35,-0.286,-0.104,0.015,-0.151,-0.093,0.009,-0.118,-0.088,0.047,-0.145,-0.122,-0.182,-0.57,-0.386,-0.438,-0.674,-0.509,-0.507,-0.188,-0.232,0.593,-0.174,-0.597,0.913,1.525,1.093,1.373,-0.165,0.571,-0.831,-0.934,-1.013,-0.708,-0.851,-0.792,-0.686,-0.616,-0.56,-0.489,2017
Zambia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.867,-19.809,-17.505,-9.017,-11.068,-12.289,-14.602,-4.275,0.369,-3.459,-2.279,0.241,-3.276,-2.479,1.29,-3.825,-3.388,-4.23,-16.121,-11.348,-12.178,-16.471,-12.144,-10.333,-3.016,-2.786,4.645,-1.238,-3.331,5.954,7.527,4.658,5.382,-0.589,2.103,-3.911,-4.461,-3.916,-2.648,-3.554,-3.391,-2.931,-2.605,-2.337,-2.005,2017
Zimbabwe,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.408,0.396,0.39,0.38,0.387,0.404,0.415,0.416,0.376,0.363,0.366,0.488,0.502,0.504,0.515,0.554,0.542,0.54,0.553,0.683,1.005,2.42,2.897,2.898,2.947,2.985,3.033,2015
Zimbabwe,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Notes: The National Statistics Office started publishing U.S. dollar CPI in January 2009. The original Zimbabwe dollar series that has been converted to U.S. dollars ends in July 2008. Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: RTGS dollars Data last updated: 09/2019,160.147,169.046,170.043,155.671,152.78,128.32,142.006,160.161,158.468,152.372,154.421,134.125,130.104,130.594,126.988,146.324,155.112,153.614,110.566,95.716,100,62.802,41.17,37.644,80.396,55.053,73.207,19.964,51.3,54.489,56.148,58.097,60.258,61.241,61.111,59.638,58.709,59.242,65.526,171.555,256.814,266.316,274.306,282.535,291.011,2018
Zimbabwe,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,5.556,0.59,-8.452,-1.857,-16.01,10.666,12.785,-1.057,-3.847,1.345,-13.143,-2.998,0.376,-2.761,15.227,6.006,-0.965,-28.023,-13.431,4.475,-37.198,-34.445,-8.565,113.569,-31.522,32.974,-72.729,156.964,6.216,3.045,3.47,3.72,1.632,-0.213,-2.41,-1.558,0.907,10.607,161.813,49.698,3.7,3,3,3,2018
Zimbabwe,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Notes: The National Statistics Office started publishing U.S. dollar CPI in January 2009. The original Zimbabwe dollar series that has been converted to U.S. dollars ends in July 2008. Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: RTGS dollars Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.153,54.616,56.373,59.146,60.87,61.072,60.586,59.087,58.557,60.566,86.048,243.445,266.399,274.391,282.623,291.101,299.834,2018
Zimbabwe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.67,3.217,4.92,2.914,0.331,-0.796,-2.473,-0.898,3.43,42.074,182.917,9.429,3,3,3,3,2018
Zimbabwe,Current account balance,U.S. dollars,Billions,"Source: Reserve Bank of Zimbabwe and Ministry of Finance. Latest actual data: 2017. Structural break in 2010 due to a shift in the data source from exchange control data to customs data for trade statistics BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: RTGS dollars Data last updated: 09/2019",-0.301,-0.674,-0.748,-0.504,-0.171,-0.153,-0.051,0,0.05,-0.079,-0.257,-0.547,-0.842,-0.311,-0.318,-0.369,-0.18,-0.801,-0.159,0.244,0.322,0.365,0.249,-0.069,-0.128,-0.087,0.154,0.298,-0.138,-0.941,-1.444,-2.432,-1.836,-2.526,-2.254,-1.521,-0.718,-0.284,-1.035,-0.069,-0.32,-0.346,-0.36,-0.446,-0.456,2017
Zimbabwe,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.534,-5.788,-10.804,-4.109,-3.995,-4.466,-1.779,-7.717,-1.312,2.07,2.838,3.248,2.323,-0.72,-1.353,-0.958,1.887,3.829,-2.061,-9.734,-11.989,-17.245,-10.727,-13.23,-11.563,-7.617,-3.58,-1.299,-4.929,-0.541,-2.485,-2.57,-2.514,-2.948,-2.849,2015
